city,key,key_price,match_score
Vancouver,arbutus ridge,arbutus,0.6666666666666666
Vancouver,downtown,downtown vancouver,0.6666666666666666
Vancouver,dunbar southlands,dunbar,0.6666666666666666
Vancouver,mount pleasant,mount pleasant vancouver,0.8
Vancouver,renfrew collingwood,collingwood,0.6666666666666666
Vancouver,victoria fraserview,victoria,0.6666666666666666
